"company";"position";"level";"requirements";"salary1B2BMin";"salary1B2BMax";"salary1UoPMin";"salary1UoPMax";"salary1UZMin";"salary1UZMax";"salary1UoDMin";"salary1UoDMax";"salary2B2BMin";"salary2B2BMax";"salary2UoPMin";"salary2UoPMax";"salary2UZMin";"salary2UZMax";"salary2UoDMin";"salary2UoDMax";"salary3B2BMin";"salary3B2BMax";"salary3UZMin";"salary3UZMax";"url"
"Bravura Solutions Polska Sp. z o.o.";"Support";"Mid";"SQL|English|Leadership skills|Team player|Communication skills|Problem solving|Proactivity";26880;31920;NA;NA;NA;NA;NA;NA;NA;NA;19000;23000;NA;NA;NA;NA;25600;30400;NA;NA;"https://nofluffjobs.com/pl/job/lead-database-administrator-bravura-solutions-polska-remote-yzfzb3b7"
"AVENGA";"Backend";"Expert";"Java|Spring|Hibernate|Git|REST|SQL|NoSQL|Oracle DB|Linux|English";30240;35280;NA;NA;NA;NA;NA;NA;28800;33600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-architect-avenga-warszawa-my1ltbv5"
"Sigma Software";"Testing";"Mid";"Ability to work in a dynamic environment|Focus on quality results is a must|Good knowledge of the QA process, terminology|Good at researching and analyzing data|Experience in embedded projects is welcome|Be prepared to work with hardware|English|Communication skills|Problem solving";13000;15000;NA;NA;NA;NA;NA;NA;NA;NA;11000;13000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/test-engineer-sigma-software-warsaw-bmpy4yn6"
"Bayer SP Z O.O.";"Inne";"Senior";"English|Product management|Agile|Software Delivery|Business Process";NA;NA;17000;26000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/manufacturing-product-specialist-bayer-warszawa-3pkuarj8"
"Infopulse";"IT Administrator";"Junior";"ServiceNow|ACL|Code migrations|Glide scripts|tables, forms, lists, workspace views, flows, & actions|clone profiles and cleanup scripts|management of scale group/user/role";15456;16296;NA;NA;NA;NA;NA;NA;NA;NA;9000;10300;NA;NA;NA;NA;14720;15520;NA;NA;"https://nofluffjobs.com/pl/job/junior-servicenow-administrator-11398-infopulse-remote-ux81ra0y"
"GlobalLogic";"Embedded";"Trainee";"English|C/C++|Proactivity|Willingness to start career in IT|Problem solving|Technical curiosity|Communication skills";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/automotive-academy-trainee-globallogic-szczecin-wcigpulk"
"Rosetta Gaming";"Backend";"Junior";"C++|Git|Problem solving";8000;14000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-c-software-engineer-rosetta-gaming-krakow-mbd6ipyw"
"NFQ";"Backend";"Senior";"PHP|MySQL";22000;30000;NA;NA;NA;NA;NA;NA;NA;NA;18300;25000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-php-engineer-nfq-krakow-c3hymvaa"
"Hays Poland";"Fullstack";"Mid";"Java|React|Spring|English";NA;NA;23000;29000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/fullstack-java-developer-hays-poland-remote-dyalugrv"
"ASTEK Polska";"Backend";"Mid";"Java|Spring|SAP Hybris|SQL";18900;25200;NA;NA;NA;NA;NA;NA;NA;NA;13000;18000;NA;NA;NA;NA;18000;24000;NA;NA;"https://nofluffjobs.com/pl/job/java-software-engineer-astek-polska-remote-fvs1lu7u"
"YourVision - IT Solutions sp. z o.o.";"Fullstack";"Junior";"Java|Java EE|JPA|JavaScript|JEE|SQL|EJB|JSF|Git";6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4500;7000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-ee-developer-yourvision-it-solutions-gdansk-s0dddoot"
"Antal Poland";"Sales";"Junior";"Czech|English|Client service|Communication skills|Problem solving";NA;NA;8000;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-customer-supprt-with-czech-marketing-antal-poland-gdansk-bug7anue"
"Locon Sp. z o.o.";"Mobile";"Mid";"android|Java|SQL|Polish|Team player|xml|REST|Git";10000;20000;NA;NA;NA;NA;NA;NA;NA;NA;15000;20000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/android-developer-locon-remote-to0p5f4g"
"AHE Łódź";"Testing";"Junior";"C# / SQL|Problem solving|Communication skills|Critical thinking";NA;NA;7000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-test-engineer-ahe-lodz-lodz-jfpzepxa"
"CDQ";"Testing";"Senior";"testing API-based software platforms|English|CI/CD experience|project quality assurance|test strategies|Agile|Team player|Java";NA;NA;15000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-qa-engineer-cdq-u5l7gywj"
"OKO.press";"Backend";"Trainee";"JavaScript|SQL";NA;NA;NA;NA;3000;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/intern-javascript-developer-oko-press-warszawa-qyd4lhto"
"PKO Finat Sp. z o.o.";"Backend";"Senior";".NET|Transact-SQL|Visual Studio|SQL|Web API|WCF|MS SQL|GIT";20160;25200;NA;NA;NA;NA;NA;NA;19200;24000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-net-engineer-pko-finat-warszawa-yqfyauzx"
"Locon Sp. z o.o.";"Backend";"Mid";"Java|Polish|Team player|Spring|Docker|Maven|Git|PostgreSQL";15000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-developer-locon-remote-vq48a50q"
"Sense Street";"Backend";"Junior";"Python|Communication skills|Critical thinking";NA;NA;10000;13000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-python-developer-sense-street-remote-vdbrkcqo"
"Sumo Logic";"Backend";"Senior";"AWS|English|Strong coding skills|Troubleshooting skills|Unix|TCP/IP fundamentals|Distributed systems|BSc or MSc in Computer Science (or STEM)|6+ years of experience";NA;NA;22000;30000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/cloud-software-engineer-senior-staff-sumo-logic-remote-pkaw8hfl"
"3Soft S.A.";"Business Analyst";"Mid";"+2 years of experience|Business analysis|Communication skills|Team player|Critical thinking|Problem solving|Proactivity|English|Polish";9000;15000;NA;NA;NA;NA;NA;NA;NA;NA;8000;13000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/business-system-analyst-3soft-katowice-u2sc7b3n"
"Mobica Limited";"DevOps";"Mid";"Golang|English|Linux|Python";12500;24500;NA;NA;NA;NA;NA;NA;NA;NA;10000;20000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/solution-developer-mobica-limited-remote-mhivbfoc"
"RTB House";"Support";"Junior";"php|node.js|html|css|xml|javascript|English|willingness to learn";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-js-developer-tech-support-rtb-house-remote-a3m1p83n"
"Abisoft Software House";"Backend";"Junior";"Python|REST|sql|Team player|Communication skills|Problem solving|Critical thinking|Git|Polish";4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-software-engineer-abisoft-software-house-myslowice-ox9nlzms"
"Finture sp. z o.o.";"Fullstack";"Junior";"Java|Maven|Groovy|Git, SVN|SQL|XML";5000;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;8000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-groovy-developer-finture-warszawa-hjkcoizb"
"IT CONNECT";"Business Intelligence";"Trainee";"SQL|Communication skills|Team player|English|Polish|MySQL|Problem solving";NA;NA;4000;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mlodszy-konsultant-bi-epm-it-connect-warszawa-lmwmymtz"
"Going.";"DevOps";"Expert";"Team player|Problem solving|AWS";16000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mid-devops-engineer-going-remote-avgxbsmk"
"Devire";"Mobile";"Mid";"ios|Swift|Git|Xcode|SPM|UIKit|SwiftUI|Combine|Continuous Integration|Jira|Quick & Nimble|fastlane|Core Data|REST API|XCTest|Wiremock|Azure Devops|English";20160;25200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/ios-mobile-developer-devire-remote-fcjhspvg"
"Optimo Development Sp.z o.o.";"Frontend";"Mid";"typescript|JavaScript|PixiJS|oop|ECMAScript|Team player|Problem solving";15000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-mid-typescript-js-developer-optimo-development-yutfehbl"
"DLF sp. z o.o.";"Fullstack";"Junior";"PHP|html|javascript|css|MySQL";NA;NA;5600;7200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-fullstack-php-developer-dlf-gdynia-gnud0hsy"
"Synerise";"Backend";"Junior";"C++|Git|Proactivity|Critical thinking";5000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;10000;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-c-developer-synerise-remote-bbj2cjek"
"GGS IT Consulting";"Business Analyst";"Junior";"RPA|UIpath|Automation Anywhere|Business analysis|SQL|JIRA|English|Problem solving|Team player|Critical thinking|Communication skills|Blue Prism|Proactivity";6000;10000;NA;NA;NA;NA;NA;NA;NA;NA;5000;10000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-rpa-consultant-ggs-it-consulting-krakow-vcguzjw6"
"DPM Sp. z o.o.";"Business Analyst";"Junior";"Business analysis|power bi";NA;NA;6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-business-analyst-dpm-sosnowiec-o55qsid9"
"SafeKiddo sp. z o.o. sp. k.";"Backend";"Junior";".NET|WCF|WPF|Visual Studio|REST|MVC|Microsoft|Polish";NA;NA;6000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-c-windows-developer-safekiddo-sp-k-warszawa-vbejplkb"
"Awareson";"Backend";"Expert";".NET|Azure|English|SQL";25200;30240;NA;NA;NA;NA;NA;NA;24000;28800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/net-cloud-developer-awareson-warsaw-tzudkrwf"
"Semihalf";"Embedded";"Mid";"C|Computer architecture|Debugging|git|Kernel|OS fundamentals";15000;21000;NA;NA;NA;NA;NA;NA;NA;NA;15000;21000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/embedded-software-engineer-semihalf-krakow-sfgbboiw"
"No Fluff Jobs";"Sales";"Mid";"B2B sales|Język angielski na poziomie min. B2|Min 2 lata doświadczenia w sprzedaży usług|CRM|Zainteresowanie obszarem sprzedaży i wsparcia klienta|Praca w zespole";NA;NA;5130;8550;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/sales-specialist-no-fluff-jobs-gdynia-o5n3jg81"
"Taoglas";"Embedded";"Junior";"Python|C++|English|Polish|Team player|Communication skills|C";16800;19320;NA;NA;NA;NA;NA;NA;16000;18400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/embedded-software-engineer-taoglas-gdansk-9jsupiwa"
"Department of Trust";"Backend";"Mid";"nodejs|Node|REST|English|MongoDB|Express|Git";NA;NA;10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/nodejs-developer-department-of-trust-katowice-emoglloa"
"Department of Trust";"Mobile";"Mid";"React|Git|JavaScript|Team player|Communication skills|React Native|English";NA;NA;10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/react-native-developer-department-of-trust-katowice-yy6fag8i"
"Ng Logic Sp. z o.o.";"Frontend";"Senior";"React|JavaScript|CSS|HTML|English|analytical thinking|Scrum|React.js|TypeScript";20000;30000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-react-js-developer-ng-logic-remote-fgmoouzc"
"AVSystem";"Support";"Senior";"3 years of experience|English B2|Networking Protocols|Linux Administration|Troubleshooting skills";12000;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-support-engineer-avsystem-krakow-luxgapbm"
"Pragmile";"Fullstack";"Mid";".NET|.Net core|React|Rest API|C#|SQL|TypeScript|English|Team player";21840;25200;NA;NA;NA;NA;NA;NA;NA;NA;16000;19000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/full-stack-net-developer-react-pragmile-remote-crdq2nwk"
"C.H. Robinson";"IT Administrator";"Mid";"Windows|Linux|PowerShell|Traffic management|IIS|English|Communication skills|CI/CD|Load-balancing management";NA;NA;12000;17000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-it-administrator-c-h-robinson-09rkxjun"
"Winged IT";"Backend";"Senior";"Java or Kotlin|AWS or Azure or GCP|Docker|Kubernetes|Java";22954;27544;NA;NA;NA;NA;NA;NA;23370;28045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-senior-backend-developer-winged-it-8dhcosja"
"Storware Sp. z o.o.";"IT Administrator";"Junior";"Linux|Windows";5000;7000;NA;NA;NA;NA;NA;NA;NA;NA;5000;7000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-administrator-storware-warszawa-koofkhfn"
"Apator Rector Sp. z o.o.";"Fullstack";"Junior";"Java SE 8|Java SE 11|Spring|Spring BOOT / JEE|Apache Maven|Git|REST|SOAP|sql|JUnit|Mockito|Java";5400;9000;NA;NA;NA;NA;NA;NA;NA;NA;4500;7500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-java-developer-apator-rector-remote-8fxz8gvz"
"Currenda Sp. z o.o.";"Frontend";"Mid";"JavaScript|HTML|CSS|vue.js|php|REST|Git";10800;14400;NA;NA;NA;NA;NA;NA;NA;NA;9000;12000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/programista-frontend-currenda-sopot-awru24nh"
"UAB TELTONIKA NETWORKS";"Embedded";"Mid";"Linux|C|C++|Networking|git";13000;23000;NA;NA;NA;NA;NA;NA;NA;NA;11000;19000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mid-embedded-linux-developer-uab-teltonika-networks-remote-2qsfely7"
"Wealthon Fund S.A.";"Business Analyst";"Mid";"Excel|System analysis|Financial business domain|Critical thinking|Problem solving";8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;8000;12000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-analyst-wealthon-fund-warszawa-0iddadlh"
"Nomagic";"Backend";"Mid";"Python|Linux|English|Problem solving|Critical thinking|Proactivity|Team player";13000;20000;NA;NA;NA;NA;NA;NA;NA;NA;13000;20000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/software-engineer-nomagic-warszawa-b97c2y2e"
"FORM";"DevOps";"Mid";"Python|Terraform|Bash|GCP|English|Polish|Team player|Communication skills|CI/CD";23000;27000;NA;NA;NA;NA;NA;NA;NA;NA;23000;27000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-devops-engineer-form-ubnkvcid"
"Decerto Sp. z o.o.";"Backend";"Senior";"Python";23520;31920;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-python-developer-decerto-remote-hfp6iegl"
"Lingaro";"AI";"Trainee";"Python|SQL|English|Communication skills|Team player|Critical thinking|Problem solving";4200;6720;NA;NA;NA;NA;NA;NA;4000;6400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/trainee-ai-engineer-lingaro-remote-lua8vpsd"
"Milo Solutions";"Testing";"Junior";"Python|Selenium|Postman|English|Linux|git|PyTest|API";10000;13500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-test-automation-engineer-milo-solutions-remote-9r1n2xfj"
"Prolan Sp. z o.o.";"Frontend";"Junior";"Angular|JavaScript|HTML|TypeScript|CSS|Git";NA;NA;7000;14000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-angular-developer-prolan-gliwice-hi5cyp5j"
"GlobalLogic";"DevOps";"Trainee";"Python|Shell|bash|unix|Engineering background|English|Communication skills|Proactivity|Problem solving|Jenkins";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/devops-integrator-academy-trainee-globallogic-wroclaw-lonhfq1s"
"Digimonkeys.com Sp z o.o.";"Frontend";"Trainee";"JavaScript|Angular";NA;NA;3360;5040;NA;NA;NA;NA;NA;NA;3200;4800;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/trainee-junior-frontend-developer-digimonkeys-com-remote-hz9zlwqe"
"BrandON Media Sp. z o.o.";"Backend";"Junior";"PHP|MySQL";NA;NA;6000;8500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-software-developer-brandon-media-gdansk-pjbdgzn2"
"Huncwot";"Frontend";"Junior";"HTML|CSS|JavaScript|Git";4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;7000;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-creative-frontend-developer-huncwot-warszawa-hf1vgrjr"
"Codibly";"Testing";"Mid";"English|Postman|Polish|ios|android";8000;15000;NA;NA;NA;NA;NA;NA;NA;NA;6700;12500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/qa-engineer-mobile-back-end-codibly-remote-qxunnf3q"
"Link Group";"Project Manager";"Mid";"Project management|CMS|CRM|Business analysis|Personal organization|Defining priorities|Team management|Communication skills";20000;24000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/project-manager-digital-link-group-remote-zt5woaee"
"EWL Group";"HR";"Mid";"Sourcing|Recruiting|Communication skills|Negotiation skills|HR experience";6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/employment-consultant-ewl-group-remote-fasimxlm"
"Ework Group";"Testing";"Mid";"Experience with Test Automation tools|Ranorex|HP QTP/UFT|Selenium WebDriver|Any scripting language|Any programming language|Manual tests|SQL|Communication skills|Troubleshooting skills|English";16800;21840;NA;NA;NA;NA;NA;NA;16000;20800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/test-engineer-ework-group-remote-n7thh1ag"
"eVolpe";"Fullstack";"Junior";"PHP|javascript|mvc|MySQL|sql";4500;7500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3500;4700;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-js-developer-evolpe-poznan-x3ipltfg"
"S&T";"Backend";"Mid";"Java|Hibernate|Spring|SQL|Proactivity|Critical thinking|Communication skills|Polish|English|WSO2 EI|Restapi|Soap|XML";14000;25000;NA;NA;NA;NA;NA;NA;NA;NA;12000;16000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-developer-s-t-remote-3unspaxf"
"WASKO S.A.";"Frontend";"Mid";"Angular|JavaScript|CSS|HTML|TypeScript|REST";NA;NA;7000;13000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/angular-mid-frontend-developer-wasko-remote-8jmvz44q"
"Global CRM Solution";"Testing";"Mid";"Java|Selenium|Ukrainian|Russian|SQL|Communication skills|Leadership skills|Proactivity";NA;NA;NA;NA;NA;NA;14941;16221;NA;NA;NA;NA;NA;NA;15578;16913;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/strong-middle-qa-automation-engineer-global-crm-solution-remote-uyoamnzz"
"Omada Poland";"DevOps";"Mid";"Kubernetes|Powershell|Azure DevOps|Azure|Automation Scripts|Docker|sql server|Windows server|Microsoft Azure PaaS|English|Team player|Azure, Powershell";26880;30250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/azure-cloud-automation-engineer-omada-poland-remote-fkwybtud"
"eMAG";"Testing";"Mid";"SQL|REST|Testing theory|test automation|Team player|English|Communication skills|Problem solving|Proactivity|testing";NA;NA;10000;12500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-qa-engineer-emag-bkbeuni6"
"Devqube";"IT Administrator";"Mid";"Redmine|MSSQL|Windows|Linux|English|Polish|Team player|Communication skills|Critical thinking|Problem solving";10000;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/it-administrator-devqube-remote-ryjmi8ar"
"Grown Agency";"Mobile";"Mid";"React Native|React|JavaScript|CSS|HTML|Git|English|Communication skills|TypeScript|Redux|UX/UI Aesthetic Sense";23520;35280;NA;NA;NA;NA;NA;NA;22400;33600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-react-native-developer-grown-agency-zjh0tp1c"
"A4BEE Sp. z o.o.";"Inne";"Junior";"javascript|Team player|Problem solving|UNIX/Linux";3500;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3200;5700;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-r-d-lab-engineer-a4bee-wroclaw-bennlkbe"
"AVENGA";"Fullstack";"Mid";"Python|English|JavaScript|React";16800;19320;NA;NA;NA;NA;NA;NA;16000;18400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/fullstack-developer-avenga-remote-vu6vrayf"
"Optimo Development Sp. z o.o.";"Support";"Junior";"Linux|Windows|Google Cloud";NA;NA;4000;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-it-support-specialist-optimo-development-lodz-cianajkz"
"Cognitiva";"AI";"Mid";"Python|sql|NLP|Machine Learning|English|Problem solving";14000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/natural-language-processing-engineer-cognitiva-remote-tejpwchl"
"Grape Up";"Testing";"Mid";"Selenium|Python|JIRA|git|cucumber|bdd|API|English";12000;17500;NA;NA;NA;NA;NA;NA;NA;NA;10200;15000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/qa-engineer-grape-up-remote-zhpq0gcw"
"GOFAR Pty Ltd";"Backend";"Mid";"Node.js|JavaScript|TypeScript|AWS|PostgreSQL|English";18000;24000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/node-js-backend-developer-startup-gofar-pty-ltd-remote-3gchheah"
"Power Media";"Backend";"Senior";"PHP|English|Elasticsearch|Team player|Communication skills";21840;25200;NA;NA;NA;NA;NA;NA;NA;NA;16000;20000;NA;NA;NA;NA;20800;24000;NA;NA;"https://nofluffjobs.com/pl/job/senior-php-developer-100-remote-power-media-5tks3lez"
"Famicord Group";"Fullstack";"Junior";"Python|Linux|Git|REST|Docker|SQL|Polish|English";4500;7000;NA;NA;NA;NA;NA;NA;NA;NA;3500;6000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-software-developer-famicord-group-remote-ohbhhtwa"
"Synerise";"Support";"Junior";"Linux|Windows|Microsoft|Windows Server|English|Polish|Team player|Communication skills|Problem solving|Proactivity";5000;9000;NA;NA;NA;NA;NA;NA;NA;NA;4000;6000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/it-support-specialist-synerise-krakow-wwjoo13e"
"Axis Group";"Business Intelligence";"Junior";"Good knowledge of Microsoft Excel|Bachelor&#39;s degree in Computer Science or economics|Analytical thinking|Communication skills|Excellent English communication skills (B2/C1)";5000;8500;NA;NA;NA;NA;NA;NA;NA;NA;4500;7000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-junior-bi-developer-axis-group-c53sojwt"
"Zone IT Sp. z o.o.";"Frontend";"Junior";"JavaScript|React|English|Team player|Problem solving";NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-frontend-developer-zone-it-wroclaw-ooe6vgys"
"Zone IT Sp. z o.o.";"Backend";"Junior";"PHP|Laravel|CSS|HTML|English";NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-backend-developer-zone-it-wroclaw-r1pbatyr"
"Eracent sp. z o.o.";"IT Administrator";"Junior";"English|Windows|Problem solving";5000;9000;NA;NA;NA;NA;NA;NA;NA;NA;5000;8000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-administrator-maintenanceengineer-eracent-warszawa-ggmql1ag"
